campaign_id,campaign_name,sub_category,category,country,launched,deadline,goal_usd,pledged_usd,backers,outcome
3325,Collateral Damage: The Outrage of Wrongful Conviction,Journalism,Journalism,US,2012-10-25 00:00:00,2012-11-24 00:00:00,7000,7402,35,successful
3326,Draconic Treasures Ren Fest!,Crafts,Crafts,US,2013-06-21 00:00:00,2013-07-21 00:00:00,2000,102,3,failed
3327,Rum Cake for everybody,Food,Food,US,2014-08-16 00:00:00,2014-09-20 00:00:00,2777,25,2,failed
3328,"SILK + SONDER - New Month, New Planner, New You",Calendars,Publishing,US,2017-11-01 00:00:00,2017-12-06 00:00:00,10000,10116,105,successful
3329,Slinky Project,Art,Art,US,2012-09-06 00:00:00,2012-10-02 00:00:00,900,142,9,failed
3330,Summit Pedalboards,Woodworking,Crafts,US,2017-03-15 00:00:00,2017-04-14 00:00:00,1000,1,1,failed
3331,"""EMOTIONS"": playing cards deck (Canceled)",Tabletop Games,Games,US,2013-05-25 00:00:00,2013-06-26 00:00:00,5000,1778,82,canceled
3332,"Help fund my story, and I'll photograph yours.",Photography,Photography,US,2015-05-04 00:00:00,2015-05-25 00:00:00,5000,5410,44,successful
3333,Penguins Vs. Possums Trade Paperback,Comics,Comics,US,2014-02-19 00:00:00,2014-03-21 00:00:00,2700,4465,95,successful
3334,Chef Josh Heberts Ramen Experience,Restaurants,Food,US,2016-08-20 00:00:00,2016-09-19 00:00:00,15000,15790,38,successful
3335,Luxurious Label - Originaux & Co - Apparel,Apparel,Fashion,AU,2016-12-28 00:00:00,2017-01-22 00:00:00,1225.13,77.43,3,failed
3336,The Karma killer,Film & Video,Film & Video,CA,2017-08-22 00:00:00,2017-10-21 00:00:00,1107043.12,0,0,failed
3337,Lono Sauces,Food,Food,US,2015-01-18 00:00:00,2015-03-19 00:00:00,3000,8564,211,successful
3338,Children's Day of Art,Public Art,Art,US,2012-02-22 00:00:00,2012-04-02 00:00:00,4500,5420,76,successful
3339,The 'Forgotten' Collection,Apparel,Fashion,GB,2017-02-21 00:00:00,2017-03-23 00:00:00,503.87,86.6,2,failed
3340,Plane Connection Your Uber of the Sky,Flight,Technology,US,2016-12-28 00:00:00,2017-02-26 00:00:00,300000,45,3,failed
3341,Apple pie for Returning Soldiers,Food,Food,US,2014-07-17 00:00:00,2014-08-16 00:00:00,20,0,0,failed
3342,HI FASHION is making their first EP! ,Rock,Music,US,2011-02-16 00:00:00,2011-04-04 00:00:00,6000,6830.77,86,successful
3343,The Cobblestone Wars,Documentary,Film & Video,US,2016-12-01 00:00:00,2016-12-31 00:00:00,25000,2440,24,failed
3344,Leftover Lenny 2.0. Interactive food reminder device.,Interactive Design,Design,US,2016-08-23 00:00:00,2016-09-22 00:00:00,2500,399,13,failed
3345,The Complete iOS 11 & Swift 4 / ARKit Developer Course,Technology,Technology,US,2017-09-15 00:00:00,2017-11-14 00:00:00,2000,427,13,canceled
3346,The Black Gloves (Feature Film) Owlman Supernatural Horror,Horror,Film & Video,GB,2017-04-24 00:00:00,2017-05-24 00:00:00,81026.24,106426.35,806,successful
3347,Stoner Art,Art,Art,US,2015-09-21 00:00:00,2015-10-21 00:00:00,1000,0,0,failed
3348,The Unknown Voices Poster Project,Graphic Design,Design,US,2013-05-14 00:00:00,2013-06-18 00:00:00,3000,860,38,failed
3349,The Tapioca Miracle Demo Recording!,Theater,Theater,US,2012-08-14 00:00:00,2012-09-05 00:00:00,20000,22239.5,197,successful
3350,THE LINDA DAVID FILM - A TRUE STORY,Film & Video,Film & Video,US,2014-01-06 00:00:00,2014-02-05 00:00:00,85000,2337,27,failed
3352,"Jump-start ""Sarah and the Suit"" - April 26 @ Douglas Corner!",Pop,Music,US,2014-03-25 00:00:00,2014-04-19 00:00:00,2000,340,11,failed
3353,Wright-L�C,Hardware,Technology,US,2017-06-09 00:00:00,2017-07-09 00:00:00,1573,22,4,failed
3354,RE-IN CAR NATION  AT THE RACE OF GENTLEMEN,Film & Video,Film & Video,US,2013-08-29 00:00:00,2013-10-01 00:00:00,3700,0,0,failed
3355,A LGBT Project,Webseries,Film & Video,US,2015-06-17 00:00:00,2015-08-16 00:00:00,500,500,9,successful
3356,James Labrosse's Debut Album,Music,Music,US,2016-10-26 00:00:00,2016-11-25 00:00:00,6000,130,2,canceled
3357,SWEET Artisan Marshmallows: Unique Valentine's Day Treats!!!,Food,Food,US,2014-01-08 00:00:00,2014-02-05 00:00:00,1877,4030,120,successful
3358,We Game,Web,Technology,US,2015-05-04 00:00:00,2015-06-03 00:00:00,2000,10,1,failed
3359,FRAMED REALITY - exhibition,Conceptual Art,Art,GB,2016-01-04 00:00:00,2016-01-25 00:00:00,270.53,119.03,7,failed
3360,"Finn : The Debut Album, acoustic neo-soul songs.",R&B,Music,US,2016-11-26 00:00:00,2016-12-25 00:00:00,20000,3565,28,failed
3361,Inspired Year Planner: 2017 Goal-setting for creative women,Product Design,Design,US,2016-11-07 00:00:00,2016-12-01 00:00:00,8500,10233,170,successful
3362,Coastland Commons  Volume 1: EMMAUS,Music,Music,US,2015-02-23 00:00:00,2015-04-06 00:00:00,8500,13121,97,successful
3363,Derelict - A short Sci Fi,Shorts,Film & Video,GB,2013-06-24 00:00:00,2013-07-24 00:00:00,3886.91,659.8,23,failed
3364,Molly Ringwald | Breakfast Club | Soft Enamel Pin,Jewelry,Fashion,US,2017-07-28 00:00:00,2017-08-27 00:00:00,1200,106,7,failed
3365,CLIC CLAC Pinhole Camera St�nop� on Photographic Paper,Photography,Photography,FR,2016-06-27 00:00:00,2016-07-27 00:00:00,11716.39,481.54,7,failed
3366,Devoid (Canceled),Experimental,Theater,US,2014-06-03 00:00:00,2014-07-03 00:00:00,5000,695,8,canceled
3367,Bath Massage Sponge,Product Design,Design,US,2017-12-04 00:00:00,2017-12-28 00:00:00,25000,20,2,failed
3368,but you can't enslave my thinkg...,Nonfiction,Publishing,US,2011-05-29 00:00:00,2011-06-28 00:00:00,75000,0,0,failed
3369,Journal | Volume One,Art Books,Publishing,GB,2016-09-02 00:00:00,2016-10-01 00:00:00,1166.97,1166.97,24,successful
3370,'I Never Repeat A Joke' T.V. Show,Webseries,Film & Video,US,2013-04-22 00:00:00,2013-05-22 00:00:00,3000,0,0,failed
3371,Tabletop Board Game Cafe,Games,Games,US,2014-10-07 00:00:00,2014-11-06 00:00:00,8500,9501,125,successful
3372,"INSTABOOX.COM, LLC.",Technology,Technology,US,2015-08-18 00:00:00,2015-09-02 00:00:00,200000,0,0,failed
3373,Armor Class 10 - Shirts for Gamers LEVEL 2!,Fashion,Fashion,US,2013-04-09 00:00:00,2013-05-13 00:00:00,500,2483,48,successful
3374,Lightweight & Eco friendly beer concentrate. 1 Pint 3.1 gram,Drinks,Food,SE,2014-10-31 00:00:00,2014-11-30 00:00:00,12163.99,0,0,failed
3375,Maid in Dubai,Fiction,Publishing,GB,2013-05-20 00:00:00,2013-06-19 00:00:00,13644.93,990.23,13,failed
3377,Bah�a A�ai Bowl. Se nourrir autrement.,Food,Food,FR,2015-05-28 00:00:00,2015-06-27 00:00:00,2339.69,11.7,1,failed
3378,What Is This Night! - a short comedy by Ben Matthew Empey,Shorts,Film & Video,US,2011-05-11 00:00:00,2011-07-02 00:00:00,2000,2400,27,successful
3379,GatorKey - A better way to keychain (Canceled),Product Design,Design,US,2013-05-06 00:00:00,2013-06-09 00:00:00,10000,1167,43,canceled
3380,"Designs by Trena, Art with a Cause",Painting,Art,US,2015-12-17 00:00:00,2016-02-15 00:00:00,130000,580,4,failed
3381,Art Catalog,Painting,Art,US,2014-05-08 00:00:00,2014-06-07 00:00:00,1800,15,1,failed
3382,Local Artist Showcase,Poetry,Publishing,US,2015-04-02 00:00:00,2015-04-29 00:00:00,800,0,0,failed
3383,Kurt Braunohler's Cloud Project,Public Art,Art,US,2013-01-24 00:00:00,2013-02-23 00:00:00,4000,6820.14,257,successful
3384,Magnetic Resin Miniature Bases by Broken Halo Games,Tabletop Games,Games,US,2016-06-01 00:00:00,2016-07-01 00:00:00,900,64,7,failed
3385,Sootle Industries: Bring These Toys to Life!,Crafts,Crafts,US,2014-09-08 00:00:00,2014-10-08 00:00:00,8000,294,7,failed
3387,Gents Denim : The Perfect Jean every man should own.,Fashion,Fashion,US,2014-02-10 00:00:00,2014-03-18 00:00:00,5000,22492,169,successful
3388,Globular - The Context (Limited Edition Box Set),Electronic Music,Music,GB,2017-09-18 00:00:00,2017-10-18 00:00:00,5824.41,7571.73,94,successful
3389,Slumberland,Narrative Film,Film & Video,US,2010-10-22 00:00:00,2010-12-07 00:00:00,500,1415,13,successful
3390,Bipolar For Dummies: A Memoir (Canceled),Print,Journalism,US,2015-12-20 00:00:00,2015-12-30 00:00:00,5000,10,1,canceled
3391,The Secrets of Melody: A New Theory,Nonfiction,Publishing,US,2015-09-23 00:00:00,2015-10-14 00:00:00,9000,785,10,failed
3392,Sasha Crystal's Thesis Film,Shorts,Film & Video,US,2010-06-08 00:00:00,2010-07-02 00:00:00,1000,2208,28,successful
3393,Kamala Tapes Limited Edition | Button Press Maker complete!,DIY,Crafts,US,2016-03-22 00:00:00,2016-04-21 00:00:00,500,505,15,successful
3394,"""Reboot""",Shorts,Film & Video,US,2013-07-25 00:00:00,2013-09-08 00:00:00,20000,1860,27,failed
3395,AGON Dog / Canine Injury Leg Brace / Wrap - Pet Health,Product Design,Design,US,2016-12-21 00:00:00,2017-01-20 00:00:00,4999,138,10,failed
3396,Coexist // creating a world where we can exist side-by-side,Animals,Photography,AU,2016-05-10 00:00:00,2016-05-23 00:00:00,3751.3,3799.59,56,successful
3397,Electro machina Werke - Electric machine Factory,Punk,Music,US,2016-01-15 00:00:00,2016-02-14 00:00:00,999,12,1,failed
3398,Schaumburg Zombies & the Field of Screams,Theater,Theater,US,2013-11-27 00:00:00,2014-01-26 00:00:00,5000,5445,87,successful
3399,"Nancy Flanagan, Painting-Post Industrial Midwest",Painting,Art,US,2014-08-27 00:00:00,2014-09-26 00:00:00,5000,5045,47,successful
3400,LULLABY - A Short Film,Shorts,Film & Video,US,2012-10-15 00:00:00,2012-11-17 00:00:00,50000,5372,65,failed
3401,The Wild Morning,Poetry,Publishing,US,2016-11-15 00:00:00,2016-12-16 00:00:00,4550,8471,99,successful
3402,Support the Freddy Marx Street Fall Tour,Music,Music,US,2011-03-04 00:00:00,2011-04-05 00:00:00,500,32,2,failed
3403,Epic Resort - Enjoy Your Slaycation,Tabletop Games,Games,US,2014-03-11 00:00:00,2014-04-07 00:00:00,20000,45450.13,903,successful
3404,Young and Restless on China's Road to Fame,Documentary,Film & Video,US,2012-08-08 00:00:00,2012-09-07 00:00:00,10000,11153,66,successful
3405,Dungeon Divers: Infinite Mayhem,Video Games,Games,US,2015-12-16 00:00:00,2016-01-15 00:00:00,1000,25,2,failed
3406,When Men Become Truly Free,Shorts,Film & Video,US,2011-04-04 00:00:00,2011-05-14 00:00:00,5000,20,1,failed
3407,X-Flex Slim Wallet RFID,Product Design,Design,US,2016-09-19 00:00:00,2016-11-01 00:00:00,3000,16082,709,successful
3408,"The Horizon Run - episodic tale of Pirates, Airships, & more",Radio & Podcasts,Publishing,US,2010-10-21 00:00:00,2010-11-23 00:00:00,500,500,11,successful
3409,The Arab Americans - An Untold History,Documentary,Film & Video,US,2011-10-27 00:00:00,2011-12-11 00:00:00,25000,25295,225,successful
3410,Help Amberly Berendson get paper prints of her digital art,Digital Art,Art,US,2016-07-21 00:00:00,2016-08-20 00:00:00,650,1037,19,successful
3411,Making every Photo Beautiful,People,Photography,US,2014-07-12 00:00:00,2014-08-11 00:00:00,7000,3,3,failed
3412,BETHNALS LTD  The London Uniform,Apparel,Fashion,GB,2014-06-19 00:00:00,2014-07-27 00:00:00,21234,25920.33,157,successful
3413,BLOWHOUSE,Zines,Publishing,GB,2014-06-28 00:00:00,2014-07-10 00:00:00,2160.56,2720.14,32,successful
3414,IT'S A GOOD DAY TO DIE - Feature Film,Narrative Film,Film & Video,US,2011-09-26 00:00:00,2011-11-12 00:00:00,15000,15536.01,157,successful
3415,I Crown Me,Jewelry,Fashion,US,2017-10-04 00:00:00,2017-11-03 00:00:00,3500,71,3,failed
3416,Gold Button Clutch.,Accessories,Fashion,US,2014-06-12 00:00:00,2014-07-12 00:00:00,2000,5,1,failed
3417,Color Theory,Documentary,Film & Video,US,2015-04-20 00:00:00,2015-05-20 00:00:00,1000,0,0,failed
3418,Long Live to Eat,Food,Food,US,2013-01-16 00:00:00,2013-02-15 00:00:00,10000,0,0,failed
3419,Scotty Crabtree's First Musical Album (Canceled),Country & Folk,Music,US,2016-02-24 00:00:00,2016-04-09 00:00:00,2500,360,7,canceled
3420,Kingdoms of Erden: MPC printed Fantasy Comic Playing Cards.,Games,Games,US,2015-07-03 00:00:00,2015-08-02 00:00:00,1000,511,17,canceled
3421,3TON PRESERVATION SOCIETY,Film & Video,Film & Video,US,2012-04-06 00:00:00,2012-04-28 00:00:00,4850,4860.77,93,successful
3422,Java Jive Jazz for Foodies,Jazz,Music,US,2013-09-10 00:00:00,2013-10-10 00:00:00,20000,20010,191,successful
3423,Sextile Tour Support,Punk,Music,US,2016-01-14 00:00:00,2016-02-09 00:00:00,800,1132,34,successful
3424,"Fund Music Promo by Critically Acclaimed Group, Le Grind",Pop,Music,GB,2016-08-09 00:00:00,2016-09-09 00:00:00,672.68,1210.83,6,successful
3425,"Small Houses' Full Length Album, ""North.""",Music,Music,US,2011-01-25 00:00:00,2011-03-16 00:00:00,2000,2011,83,successful
3426,Support Gary Bowling's House of Art,Installations,Art,US,2015-04-25 00:00:00,2015-06-09 00:00:00,40000,2514,18,failed
3427,'Untitled Film About Making A Film',Experimental,Theater,GB,2016-03-12 00:00:00,2016-04-11 00:00:00,53.69,55.48,1,successful
3428,1/6th scale Booty Babe Art Doll / Statues by Spencer Davis,Product Design,Design,US,2013-12-12 00:00:00,2014-01-16 00:00:00,15000,29231.88,182,successful
3429,Vampire Hunter D: Message from Mars,Comic Books,Comics,US,2016-06-30 00:00:00,2016-08-09 00:00:00,25000,107025.3,1736,successful
3430,"Ascendant, a 2.5D roguelike-brawler for the PC",Video Games,Games,US,2013-11-01 00:00:00,2013-12-01 00:00:00,10000,11124,236,successful
3431,Apple Bum Bamboo Convertible Cloth Diapers!  All-in-1 & 2,Childrenswear,Fashion,CA,2015-01-08 00:00:00,2015-02-07 00:00:00,5705.15,283.55,11,canceled
3432,At the Intersection: Joining Philosophy and Theology,Nonfiction,Publishing,US,2014-01-06 00:00:00,2014-02-05 00:00:00,2000,175,3,failed
3433,"NYLiveArts ""We Hold These Truths to Be Self Evident"" Mural.",Art,Art,US,2016-11-29 00:00:00,2017-01-03 00:00:00,7500,8103,76,successful
3434,PREMIUM ONE-First All-in One Dock for Apple Watch & iPhone,Technology,Technology,US,2015-03-13 00:00:00,2015-04-26 00:00:00,35000,202666,1616,successful
3435,"The Family Fridge:  Your Family's Life, Better",Apps,Technology,US,2015-09-20 00:00:00,2015-10-20 00:00:00,8000,202,6,failed
3436,MAPLE & VINE by Jordan Harrison at CoHo Productions,Theater,Theater,US,2014-04-28 00:00:00,2014-05-24 00:00:00,3300,752,12,failed
3437,Chadd and Grath think you should pay them to do something,Rock,Music,US,2011-09-01 00:00:00,2011-10-07 00:00:00,650,391,25,failed
3438,Venomous Feminist Enamel Pins,Illustration,Art,US,2016-11-14 00:00:00,2016-12-14 00:00:00,750,285,17,failed
3439,"Beautiful Wreck: Sex, Lies & Suicide",Nonfiction,Publishing,US,2011-02-17 00:00:00,2011-03-25 00:00:00,4950,797,29,failed
3440,DiceAFARI: A Photo Safari Board Game,Tabletop Games,Games,US,2011-11-14 00:00:00,2011-12-20 00:00:00,5000,5130.01,117,successful
3441,Zombie Mike now that he's dead he's really living,Horror,Film & Video,US,2015-02-08 00:00:00,2015-03-10 00:00:00,235000,11800,22,failed
3442,Formula Fusion - Next-Gen Anti-Gravity Racing Game,Video Games,Games,GB,2015-04-23 00:00:00,2015-05-23 00:00:00,67391.9,153376.92,1830,successful
3443,The Unseen World,Photography,Photography,US,2015-02-15 00:00:00,2015-04-16 00:00:00,6000,0,0,failed
3444,Mile End Guitar Coop: Shop Move & Improve,Woodworking,Crafts,CA,2016-05-31 00:00:00,2016-07-04 00:00:00,2467.49,4874.13,102,successful
3445,"""Requiem: A Soldier's Tale."" The forgotten victims of Don't Ask, Don't Tell.",Documentary,Film & Video,US,2010-03-16 00:00:00,2010-06-13 00:00:00,12000,585,4,failed
3446,Castles & Crusades: Beyond the River (T.V. Pilot),Fantasy,Film & Video,US,2014-10-03 00:00:00,2014-11-03 00:00:00,5000,6001,125,successful
3447,Fine art nude photography,Photography,Photography,US,2013-08-14 00:00:00,2013-09-04 00:00:00,600,1853,11,successful
3448,Kids Unsigned - Battle of the Bands 2014!,Music,Music,US,2014-04-09 00:00:00,2014-05-22 00:00:00,20000,277,9,failed
3449,Karma,Narrative Film,Film & Video,US,2012-02-03 00:00:00,2012-04-03 00:00:00,100000,10,1,failed
3450,New Herring Press: SchwarmingYour Way!,Publishing,Publishing,US,2011-05-18 00:00:00,2011-06-17 00:00:00,2300,4395.99,66,successful
3451,VIDEO STORE - A Past Midnight Publishing instant classic.,Fiction,Publishing,US,2016-10-04 00:00:00,2016-11-11 00:00:00,1000,1140,20,successful
3452,Release The New Trances Arc Album!,Rock,Music,US,2010-01-28 00:00:00,2010-02-28 00:00:00,10000,11584.92,149,successful
3453,Backroads Poetry,Art,Art,US,2015-03-25 00:00:00,2015-05-09 00:00:00,250,76,3,failed
3454,Arcana: Sands of Destiny,Games,Games,GB,2014-06-03 00:00:00,2014-07-23 00:00:00,10719.44,1112.68,28,failed
3455,Design Affordable No Reveal Clothing for Teen Age Girls,Apparel,Fashion,US,2015-06-23 00:00:00,2015-08-01 00:00:00,20000,0,0,failed
3456,CELL PHONE FLASH LIGHT COLORS,Product Design,Design,US,2016-12-13 00:00:00,2017-01-12 00:00:00,1000,0,0,canceled
3457,Say Hello to Urb,Woodworking,Crafts,US,2017-03-13 00:00:00,2017-04-11 00:00:00,5000,16540,252,successful
3458,Missing Peace Film,Documentary,Film & Video,US,2015-06-02 00:00:00,2015-07-02 00:00:00,33000,5186,32,failed
3459,Foodpooling.com,Food,Food,GB,2014-06-11 00:00:00,2014-07-11 00:00:00,216055.2,326.24,12,failed
3460,Wooden Trainer Playing Cards By TCC,Playing Cards,Games,HK,2017-11-17 00:00:00,2017-12-17 00:00:00,263.04,560.91,122,successful
3461,"Cool-n-Save Commercial. Saves money, reduces pollution.",Technology,Technology,US,2015-02-05 00:00:00,2015-03-07 00:00:00,25000,2050,7,failed
3462,Humdrum: Season 2,Webseries,Film & Video,GB,2017-05-14 00:00:00,2017-06-13 00:00:00,3222.92,3343.78,32,successful
3463,"Walkers, voodoo awakening",Shorts,Film & Video,US,2013-01-25 00:00:00,2013-02-24 00:00:00,8000,1,1,failed
3464,Cross Sword | Hand crafted luxury high heels for men,Footwear,Fashion,GB,2017-10-29 00:00:00,2017-11-28 00:00:00,13617.48,1377.07,13,failed
3465,DESIGNING NEW VIBRANT FURNITURE OUT OF THE OLD,Design,Design,US,2012-10-11 00:00:00,2012-11-10 00:00:00,20000,1854,13,failed
3466,Ghosts of Johnston County,Documentary,Film & Video,US,2014-01-29 00:00:00,2014-03-10 00:00:00,3500,4347,74,successful
3467,?Japan 2.0 - Hidden Trails?,Photography,Photography,US,2011-01-04 00:00:00,2011-02-02 00:00:00,5000,11106.33,116,successful
3468,How To Make 100% Of a Dream Come True In Under 90 Days :=) Iyeoka needs your support!,Music,Music,US,2010-02-27 00:00:00,2010-05-28 00:00:00,10000,10126,94,successful
3469,Bryan More's First Ep,World Music,Music,US,2015-02-12 00:00:00,2015-02-21 00:00:00,600,0,0,failed
3470,'Candy Rain' - Mixtape Launch,Music,Music,GB,2014-06-09 00:00:00,2014-07-09 00:00:00,648.16,103.71,4,failed
3471,TCAMP: Transitional Creative Arts Mentoring Program,Art,Art,US,2012-01-13 00:00:00,2012-02-27 00:00:00,3500,5871,131,successful
3472,"OBRA NEGRA, una grieta abierta entre el amor y la muerte.",Horror,Film & Video,MX,2017-03-21 00:00:00,2017-05-20 00:00:00,31.89,32.16,22,successful
3473,Killing Trump Novel,Fiction,Publishing,US,2017-11-04 00:00:00,2017-12-04 00:00:00,15000,0,0,failed
3474,Macbook all-in-one Portable storage docking station PLUSDOCK,Gadgets,Technology,US,2016-05-24 00:00:00,2016-06-23 00:00:00,50000,21380,99,failed
3475,War & Empire - The Miniatures Game of Ancient Warfare,Tabletop Games,Games,GB,2013-11-22 00:00:00,2013-12-20 00:00:00,41285.67,110825.22,359,successful
3476,"WST Mixtape ""Land of Mountains""",Faith,Music,US,2016-04-30 00:00:00,2016-05-14 00:00:00,4600,4602.16,64,successful
3477,Anka's Story to Edinburgh Fringe Festival 2014,Dance,Dance,GB,2014-05-23 00:00:00,2014-06-22 00:00:00,12897.07,13090.52,74,successful
3478,DFRobot's BOSON Kit: Powerful Lego STEM Building Blocks,DIY Electronics,Technology,CA,2017-05-10 00:00:00,2017-06-24 00:00:00,27539.37,41984.73,273,successful
3479,Cash Harrison's Debut Album/Pre-Order!,Indie Rock,Music,US,2010-05-16 00:00:00,2010-07-04 00:00:00,2600,0,0,failed
3480,Zombies Are Humanitarians,Shorts,Film & Video,GB,2013-10-15 00:00:00,2013-11-14 00:00:00,202.78,52.73,2,failed
3481,Chunclito and his life experiences.,Children's Books,Publishing,US,2015-07-21 00:00:00,2015-08-21 00:00:00,12500,0,0,failed
3483,Art Exhibition,Painting,Art,US,2012-05-18 00:00:00,2012-06-17 00:00:00,1800,1870,31,successful
3484,Alphabet Train: Fold-n-Learn 3D Worksheets,Children's Books,Publishing,US,2014-10-07 00:00:00,2014-11-06 00:00:00,3000,3343,83,successful
3485,The next gen open source CMS.,Web,Technology,GB,2014-07-08 00:00:00,2014-08-07 00:00:00,53017.19,91.19,2,failed
3486,Devils Ballroom,Music,Music,US,2012-09-29 00:00:00,2012-11-28 00:00:00,60000,0,0,failed
3487,"Pretty People 7"" Single",Music,Music,US,2014-12-09 00:00:00,2015-01-08 00:00:00,1000,160,6,failed
3488,UBWear too,Technology,Technology,US,2011-12-20 00:00:00,2012-02-03 00:00:00,4900,202,4,failed
3489,Inspiration Dice,Design,Design,US,2012-10-11 00:00:00,2012-11-10 00:00:00,3000,7202,123,successful
3490,NSFW: How To Shoot Concept Nudes: DVDs for photographers,Photography,Photography,GB,2013-10-10 00:00:00,2013-11-11 00:00:00,16222.13,10341.6,34,failed
3491,"I AM THAT,",Drinks,Food,US,2016-05-30 00:00:00,2016-06-29 00:00:00,5000,2,2,failed
3492,Red and The Wolf: A Prospero Theatre Production,Plays,Theater,GB,2016-04-06 00:00:00,2016-05-06 00:00:00,7315.62,8047.18,89,successful
3493,MINA,Horror,Film & Video,US,2017-10-19 00:00:00,2017-11-08 00:00:00,2500,2520,21,successful
3494,Kujamma,Games,Games,CA,2015-04-07 00:00:00,2015-05-07 00:00:00,14740.15,451.05,17,failed
3495,Michael Goude| New Album,Faith,Music,US,2014-11-13 00:00:00,2014-12-13 00:00:00,3500,3614,41,successful
3496,"""yl Lat�t"" - Stunning new jazz with Grammy winning artists",Jazz,Music,US,2012-10-12 00:00:00,2012-11-21 00:00:00,15000,2863,37,failed
3497,"Biographies/Character Limitations - a 1687, Inc. production",Experimental,Theater,US,2014-09-26 00:00:00,2014-11-25 00:00:00,500,501,12,successful
3498,ARC: Age of Rising Conflict,Playing Cards,Games,US,2016-01-27 00:00:00,2016-02-25 00:00:00,10000,113,4,failed
3499,Out of Service -  a documentary,Documentary,Film & Video,US,2010-12-16 00:00:00,2011-01-30 00:00:00,800,981,27,successful
3500,The Screaming Bear,Shorts,Film & Video,US,2011-12-31 00:00:00,2012-02-29 00:00:00,2500,3432.66,38,successful
3501,Midwest Rider Magazine,Periodicals,Publishing,US,2015-06-02 00:00:00,2015-07-02 00:00:00,5500,0,0,failed
3502,SHATTERED CROWN,Tabletop Games,Games,US,2017-03-22 00:00:00,2017-05-06 00:00:00,12300,4858,37,failed
3503,Able-HD: Portable HD Monitor for Laptop & Smartphones (DIY),Hardware,Technology,US,2013-08-01 00:00:00,2013-09-05 00:00:00,5000,99720,759,successful
3504,Holy ChaliceDigital Print,Digital Art,Art,US,2016-01-15 00:00:00,2016-03-15 00:00:00,2000,2,2,failed
3505,"""Maestro"" the Movie: Post-Production Funds",Narrative Film,Film & Video,US,2011-05-17 00:00:00,2011-06-16 00:00:00,6500,30,2,failed
3506,"Kommands Board Game - Gather, Build, Battle!",Tabletop Games,Games,CA,2017-06-04 00:00:00,2017-07-04 00:00:00,550.02,150.71,5,failed
3507,Gentle Parenting Memes Book - Vol 1: Be the change.,Nonfiction,Publishing,AU,2017-05-29 00:00:00,2017-06-28 00:00:00,2497.89,3662.4,114,successful
3508,Herbal Alphabet Art Book Project-Part Deux,Art Books,Publishing,US,2012-06-06 00:00:00,2012-08-05 00:00:00,250,125,2,failed
3509,VISIT CRETE ISLAND with GEO OIL,Food,Food,IT,2016-04-27 00:00:00,2016-05-25 00:00:00,33792.42,77.71,2,failed
3510,Billy Bubbles  Short Film,Film & Video,Film & Video,US,2011-05-09 00:00:00,2011-08-07 00:00:00,500,0,0,failed
3511,SWEEP,Shorts,Film & Video,US,2014-11-17 00:00:00,2014-12-17 00:00:00,8500,9197,93,successful
3512,Nursery Rhyme Posters,Painting,Art,US,2012-11-26 00:00:00,2012-12-10 00:00:00,750,903,15,successful
3513,Venejer-The Kickstart,Rock,Music,US,2011-08-11 00:00:00,2011-10-10 00:00:00,2000,2000,13,successful
3514,Conjuring Visionista,Publishing,Publishing,US,2014-10-20 00:00:00,2014-12-04 00:00:00,5500,5930,81,successful
3515,halfbake,DIY,Crafts,GB,2014-11-30 00:00:00,2015-01-29 00:00:00,5888.32,121.57,3,failed
3516,Sk8 Lace Bling,Footwear,Fashion,CA,2014-10-07 00:00:00,2014-12-06 00:00:00,30811.74,0.61,1,failed
3517,Recognizr (a mobile app),Apps,Technology,US,2014-08-09 00:00:00,2014-09-08 00:00:00,8000,356,6,failed
3518,Open Social Communication Community - Open Software,Technology,Technology,US,2011-05-09 00:00:00,2011-08-07 00:00:00,20000,25,1,failed
3519,Recording Marimba Suite #2,Music,Music,US,2012-04-22 00:00:00,2012-06-06 00:00:00,3000,3148.33,47,successful
3520,Imperial Freedom RPG History,Video Games,Games,MX,2017-05-18 00:00:00,2017-07-17 00:00:00,33.66,7.01,2,failed
3521,"LIVING IN AMERICA documentary interviews of US ""foreigners""",Documentary,Film & Video,US,2012-07-10 00:00:00,2012-07-31 00:00:00,6850,675,7,failed
3522,The AirBay: iPhone and AirPods Together In One Case,Gadgets,Technology,US,2017-07-18 00:00:00,2017-08-17 00:00:00,12000,2385,52,failed
3523,Ruse: A Steampunk Storytelling Card Game,Tabletop Games,Games,US,2014-09-11 00:00:00,2014-09-26 00:00:00,5000,2490,122,failed
3524,Potty Glo,Product Design,Design,US,2015-02-06 00:00:00,2015-03-08 00:00:00,3000,3773,142,successful
3525,"I Like to Nag but I Love to Wine, T-Shirt Project",Fashion,Fashion,US,2013-07-26 00:00:00,2013-08-25 00:00:00,2500,60,3,failed
3526,Flora of Hyde Park (Canceled),Nature,Photography,GB,2015-11-17 00:00:00,2015-12-17 00:00:00,282.28,0,0,canceled
3527,"tripleShock "" DualShock 4 Battery & Accessory Harness",Hardware,Technology,CA,2014-03-22 00:00:00,2014-04-21 00:00:00,9715.01,411.92,10,failed
3528,Manatee Mindfulness,Publishing,Publishing,US,2015-03-20 00:00:00,2015-04-19 00:00:00,3500,1357,22,failed
3529,Moss Bath Matt's,Design,Design,US,2014-07-09 00:00:00,2014-09-05 00:00:00,30000,120,2,failed
