campaign_id,campaign_name,sub_category,category,country,launched,deadline,goal_usd,pledged_usd,backers,outcome
5418,Let's turn the 23 Roots ebook into a hardcover book,Nonfiction,Publishing,US,2014-09-08 00:00:00,2014-10-08 00:00:00,4000,0,0,failed
5419,Bounty for the Belly,Food Trucks,Food,US,2014-12-09 00:00:00,2015-01-08 00:00:00,5000,5113,21,successful
5420,Cambodian Real Estate,Nonfiction,Publishing,US,2016-10-01 00:00:00,2016-10-30 00:00:00,20000,26,2,failed
5421,"Kermodey: The perfect blanket, custom made to your design",Product Design,Design,CA,2017-03-11 00:00:00,2017-04-15 00:00:00,3972.39,4053.43,29,successful
5422,Nintendo NES: Retroplayer.nl championship 2015,Video Games,Games,NL,2015-09-03 00:00:00,2015-10-03 00:00:00,3593.68,4545.99,44,successful
5423,"Clam Vac  -   Don't break your back, use a Clam Vac!",Product Design,Design,US,2014-08-04 00:00:00,2014-09-03 00:00:00,14435,726,12,failed
5424,The Tea Bus,Food,Food,GB,2014-02-26 00:00:00,2014-04-09 00:00:00,63344.93,525.76,17,failed
5425,NANCY: a feature film about an imposter,Film & Video,Film & Video,US,2015-05-14 00:00:00,2015-06-13 00:00:00,55000,55231,555,successful
5426,The Art of Newborns - Newborn Portrait Photography,People,Photography,US,2015-07-13 00:00:00,2015-08-12 00:00:00,10000,11,2,failed
5427,SANCTAE - A Portrait of Secular Saints,Conceptual Art,Art,GB,2013-02-17 00:00:00,2013-03-19 00:00:00,11496.59,2475.6,46,failed
5428,Publishing a children's book series about giving and growing,Children's Books,Publishing,US,2015-12-09 00:00:00,2016-01-28 00:00:00,7000,7157.99,39,successful
5429,"BMR presents ""Section 8"" Movie",Film & Video,Film & Video,US,2015-08-18 00:00:00,2015-09-17 00:00:00,15000,50,1,failed
5430,Cross Threads,Webseries,Film & Video,US,2011-08-19 00:00:00,2011-09-18 00:00:00,5000,225,6,failed
5431,"Miami, Very Social a comedy based on Miami life.",Webseries,Film & Video,US,2011-09-15 00:00:00,2011-10-15 00:00:00,5500,140,7,failed
5432,"Exclusive Surgeries Network, LLC",Web,Technology,US,2015-09-24 00:00:00,2015-11-01 00:00:00,350000,170,7,failed
5433,Open My Own Soup & Salad Restaurant,Restaurants,Food,US,2015-05-05 00:00:00,2015-07-02 00:00:00,40000,25,1,failed
5434,"""My Childhood Dream to go to Nashville TN, 2015""",Country & Folk,Music,AU,2014-07-29 00:00:00,2014-09-27 00:00:00,2690.07,210.52,6,failed
5435,The Ziegfeld Theater Facade,Theater,Theater,US,2014-02-08 00:00:00,2014-03-30 00:00:00,10000,10016,76,successful
5436,Terror Tracks: An homage to Tower of Terror,Video Art,Art,US,2016-09-20 00:00:00,2016-10-20 00:00:00,1200,1225,38,successful
5437,An Artistic Selective Focusing SLR/DSLR Camera Lens System,Product Design,Design,US,2012-05-10 00:00:00,2012-06-12 00:00:00,4000,2215,21,canceled
5438,enteron is entering your life,Technology,Technology,DE,2015-10-02 00:00:00,2015-11-01 00:00:00,10308.53,1534.83,5,failed
5439,"Singer-Songwriter TyLanden's Debut Solo EP: ""Changed Man""",R&B,Music,US,2014-12-30 00:00:00,2015-01-31 00:00:00,1500,1,1,failed
5440,Lost & Found Project,Experimental,Theater,US,2011-12-12 00:00:00,2012-01-28 00:00:00,5000,5450,95,successful
5441,The Spy of Shadow Hills -- Rumors or Reality?,Nonfiction,Publishing,US,2016-08-31 00:00:00,2016-09-30 00:00:00,10000,6206.99,66,failed
5442,Kid Impact: The Making of a Hero,Graphic Novels,Comics,US,2015-09-21 00:00:00,2015-11-01 00:00:00,6275,1002,31,failed
5443,IH8Zombies - Survival Horror meets Ren and Stimpy (Canceled),Video Games,Games,US,2012-03-24 00:00:00,2012-05-08 00:00:00,35000,1365,27,canceled
5444,Smileyfoot Debut Album (Canceled),Rock,Music,US,2012-12-07 00:00:00,2013-01-06 00:00:00,3500,35,2,canceled
5445,AWAKENING THE GODDESS | A Documentary on Kundalini Yoga,Documentary,Film & Video,US,2016-05-17 00:00:00,2016-06-24 00:00:00,44000,6270,47,canceled
5446,iOS Swift SpriteKit Templates,Software,Technology,US,2015-12-08 00:00:00,2016-01-02 00:00:00,500,0,0,failed
5447,"INDOSURF'S ""A HAWAIIAN LOVE STORY"" NEEDS TO BE FINISHED!!!",Rock,Music,US,2011-09-15 00:00:00,2011-10-15 00:00:00,4300,1265,18,failed
5448,Retrospect,Webseries,Film & Video,US,2013-01-29 00:00:00,2013-02-28 00:00:00,10000,30,1,failed
5450,Learning can be fun and creative,Puzzles,Games,US,2014-07-24 00:00:00,2014-08-31 00:00:00,15,10,1,failed
5451,The arts of London,Photography,Photography,IT,2016-03-31 00:00:00,2016-04-20 00:00:00,2968.66,0,0,failed
5452,Justine Cullen Jewellery Presents Phoenix Rising,Jewelry,Fashion,GB,2014-06-24 00:00:00,2014-07-28 00:00:00,33974.39,34399.07,87,successful
5453,Publishing first paperback book and ebook,Fiction,Publishing,US,2013-09-13 00:00:00,2013-10-13 00:00:00,500,35,3,failed
5454,Presidential Heads of Hairs - For People who are into Hair,Playing Cards,Games,US,2015-09-21 00:00:00,2015-10-21 00:00:00,10000,0,0,failed
5455,Jurassic Hunter,Video Games,Games,AU,2017-06-12 00:00:00,2017-07-12 00:00:00,50446.19,609.89,20,failed
5456,Customize My Life: Making Ordinary Extraordinary,Crafts,Crafts,CA,2014-08-04 00:00:00,2014-09-04 00:00:00,984,65.6,1,failed
5457,No Owwiebooboo Children's Apparel,Childrenswear,Fashion,US,2015-06-18 00:00:00,2015-07-08 00:00:00,10000,0,0,failed
5458,Financial Health - A Balance,Web,Technology,US,2016-03-03 00:00:00,2016-04-17 00:00:00,75000,1811,7,failed
5459,Ultimate Mac & Cheese...and Bacon.,Food,Food,US,2014-07-24 00:00:00,2014-08-23 00:00:00,30,0,0,failed
5460,"Whisper Saga Alpha - A new, unique game experience",Video Games,Games,US,2014-07-31 00:00:00,2014-08-15 00:00:00,15000,40,2,canceled
5461,"KLYP STYX: Construction Toy of the Future, Here Today!",Product Design,Design,US,2013-08-07 00:00:00,2013-10-06 00:00:00,25000,191,4,failed
5462,Kyle Deveaux - Make Believe,Pop,Music,US,2012-03-13 00:00:00,2012-04-12 00:00:00,10000,11,2,failed
5463,"What am I taking, an investigation of nutraceuticals",Web,Technology,US,2016-04-24 00:00:00,2016-05-24 00:00:00,100000,0,0,canceled
5464,Steam Highwayman: A Steampunk Adventure Gamebook,Publishing,Publishing,GB,2017-09-05 00:00:00,2017-10-05 00:00:00,3300.21,7854.5,189,successful
5465,Energy and Climate Change in the American Southwest,Journalism,Journalism,US,2012-04-09 00:00:00,2012-05-12 00:00:00,3750,4063.07,105,successful
5466,BACKFIRE- Your Affordable Best Electric Skateboard,Product Design,Design,US,2017-06-27 00:00:00,2017-07-27 00:00:00,100000,56859,136,failed
5467,Traveling with Scrabble,Tabletop Games,Games,US,2017-05-30 00:00:00,2017-07-01 00:00:00,2000,535,5,failed
5468,"Terrestrial Domination: A Space RTS Game (Win, Linux, Mac)",Video Games,Games,US,2013-02-11 00:00:00,2013-03-13 00:00:00,5000,742,29,failed
5469,Stepping Inside the Human Condition,Painting,Art,US,2013-03-21 00:00:00,2013-04-12 00:00:00,1200,415,7,failed
5470,"Pat The Bunny ""Probably Nothing, Possibly Everything"" LP",Punk,Music,US,2014-12-18 00:00:00,2015-01-20 00:00:00,3500,4350,194,successful
5471,'What Boat?' an animated adventure,Animation,Film & Video,US,2011-08-02 00:00:00,2011-08-16 00:00:00,500,709.08,10,successful
5472,Pomodoro Penguin and the Christmas Countdown Picture Book,Children's Books,Publishing,US,2015-10-15 00:00:00,2015-10-29 00:00:00,1000,1423,36,successful
5473,Saratoga Chocolates New Store in Sunnyvale,Small Batch,Food,US,2015-10-18 00:00:00,2015-11-17 00:00:00,60000,3004,21,failed
5474,en forme art,Painting,Art,US,2013-01-30 00:00:00,2013-03-01 00:00:00,3800,100,1,failed
5475,Sustainable Eco-Friendly Shoes: Made From Organic Canvas,Footwear,Fashion,US,2015-10-17 00:00:00,2015-11-26 00:00:00,20000,160,2,failed
5476,"""Fujoshi Trapped in a Seme's Perfect Body"" BL / Yaoi Manga !",Webcomics,Comics,US,2017-07-10 00:00:00,2017-07-17 00:00:00,2000,4693,139,successful
5477,Bekleidung direkt vom Hersteller,Apparel,Fashion,DE,2015-05-29 00:00:00,2015-07-01 00:00:00,11698.46,0,0,failed
5478,Burning Man - The World's Biggest Playground,Children's Books,Publishing,US,2015-08-06 00:00:00,2015-08-29 00:00:00,9000,10003,142,successful
5479,"""The Poorest Man In Lazlo""",Shorts,Film & Video,US,2010-05-25 00:00:00,2010-07-11 00:00:00,500,0,0,failed
5480,crochet toy,Design,Design,GB,2014-07-14 00:00:00,2014-08-13 00:00:00,1053.14,0,0,failed
5481,STDemons - The Movie (Canceled),Comedy,Film & Video,US,2015-05-05 00:00:00,2015-06-19 00:00:00,50000,1300,15,canceled
5482,Breaking (in) the Body,Theater,Theater,US,2013-09-16 00:00:00,2013-10-17 00:00:00,5000,5088.5,64,successful
5483,Pizza Pie Short Film,Shorts,Film & Video,US,2013-07-22 00:00:00,2013-08-01 00:00:00,2600,2625,48,successful
5484,The Chef & Benji Show - Podcast,Comedy,Film & Video,US,2014-12-05 00:00:00,2015-01-04 00:00:00,200,43,2,failed
5485,"THE SUPERSHOW! The world's 1st UCG, Unpredictable Card Game.",Tabletop Games,Games,US,2014-09-24 00:00:00,2014-11-04 00:00:00,8000,9451,131,successful
5486,Code Angel: Learn to code amazing games on a Raspberry Pi,Technology,Technology,GB,2017-04-13 00:00:00,2017-05-12 00:00:00,5679.2,10451.35,141,successful
5487,SEMAPHON-400 SEMANTIC PHONE NUMBERS,Apps,Technology,US,2016-06-15 00:00:00,2016-07-15 00:00:00,10000,0,0,failed
5488,"Heart2Heart Band (Dating, online dating, connections)",Wearables,Technology,US,2015-04-13 00:00:00,2015-05-13 00:00:00,20000,0,0,failed
5489,Help Grave Metallum get a Jewellery Studio,Art,Art,AU,2016-12-24 00:00:00,2017-01-16 00:00:00,391.74,88.14,4,failed
5490,Reclaimed Old Growth Mahogany Oyster and Clam  Knives,Small Batch,Food,US,2015-01-13 00:00:00,2015-02-16 00:00:00,25000,1369,18,failed
5491,American Oak Whiskey Glass,Design,Design,US,2017-12-01 00:00:00,2017-12-31 00:00:00,5000,56724,1343,successful
5492,Pablo Verde Beans Are Going BIG,Small Batch,Food,US,2015-01-25 00:00:00,2015-02-24 00:00:00,650,885,21,successful
5493,"Catellier Dance Projects' ""... the final frontier""",Dance,Dance,US,2012-04-12 00:00:00,2012-05-06 00:00:00,2527.11,2847.11,70,successful
5494,Portsmouth Cacao,Small Batch,Food,US,2017-04-24 00:00:00,2017-05-24 00:00:00,5000,5010,44,successful
5495,Chuck Taylor: The First Book,Fiction,Publishing,US,2013-12-31 00:00:00,2014-02-25 00:00:00,7764,1207,51,failed
5496,"Bedtime Stories NOT for Children, Dog for a Day",Illustration,Art,US,2016-05-09 00:00:00,2016-06-08 00:00:00,1234,2356,23,successful
5497,TRUSST LINGERIE: A Bra Engineered to Support,Apparel,Fashion,US,2015-04-22 00:00:00,2015-05-22 00:00:00,25000,78889,735,successful
5498,"Trash Stash, Where To Put The Garbage In Your Car?",Gadgets,Technology,US,2017-02-11 00:00:00,2017-03-13 00:00:00,100000,26,2,failed
5499,William The Magnificent,Shorts,Film & Video,US,2011-11-15 00:00:00,2011-11-25 00:00:00,10000,10195,35,successful
5500,Margoland - A Short Film,Narrative Film,Film & Video,CA,2017-03-27 00:00:00,2017-04-30 00:00:00,2590.95,2635,52,successful
5501,Magnetic Ball Roller,Technology,Technology,US,2017-11-14 00:00:00,2017-12-14 00:00:00,20000,390,3,failed
5502,Hurdlecards - leaping over life's fences (Canceled),Stationery,Crafts,US,2015-08-25 00:00:00,2015-09-25 00:00:00,4500,0,0,canceled
5503,The most comfortable underwear,Fashion,Fashion,AU,2016-05-23 00:00:00,2016-07-22 00:00:00,7784.47,759.47,50,failed
5504,Airbuckle - Carbon Fiber Belt Buckle,Design,Design,US,2014-05-06 00:00:00,2014-06-14 00:00:00,16000,1345,27,failed
5505,XIII Runas - N�mero I,Games,Games,ES,2016-09-07 00:00:00,2016-09-17 00:00:00,118.23,851.25,70,successful
5506,"TORCommunity SWTOR Databases (Items, Missions, NPCs, etc.)",Software,Technology,US,2015-03-23 00:00:00,2015-04-22 00:00:00,1000,8105,197,successful
5507,Feeding your pet with the right amount of food per serving.,Product Design,Design,US,2016-11-12 00:00:00,2016-12-12 00:00:00,100000,38,2,failed
5508,Buzzkill - A Short Film About Depression,Shorts,Film & Video,GB,2013-08-06 00:00:00,2013-09-01 00:00:00,982.98,78.64,2,failed
5509,Arbor: The First Flexible Wood Wallet,Product Design,Design,US,2017-08-14 00:00:00,2017-09-11 00:00:00,10000,56151,946,successful
5510,The Bunker,Restaurants,Food,US,2016-07-25 00:00:00,2016-09-01 00:00:00,75000,0,0,failed
5511,"Painting the Surreal, the Subconscious, & the Suspicious",Art,Art,US,2011-03-01 00:00:00,2011-04-02 00:00:00,1750,406,14,failed
5512,Efterhand: Andy Warhol,Art Books,Publishing,US,2013-06-15 00:00:00,2013-07-15 00:00:00,15000,0,0,failed
5513,The Well Ran Dry: Memoirs of a Motherless Child--The Play,Shorts,Film & Video,US,2015-07-20 00:00:00,2015-09-18 00:00:00,84750,100,1,failed
5514,Living With The Guzman's YouTube Family Show (Canceled),Family,Film & Video,US,2015-09-21 00:00:00,2015-10-17 00:00:00,1938,0,0,canceled
5515,Bleacher League - Making Social Sports Betting Fun and Legal,Video Games,Games,US,2012-01-03 00:00:00,2012-03-03 00:00:00,100000,275,5,canceled
5516,Screen Plays Production of The Desk Set by William Marchant,Theater,Theater,US,2012-11-20 00:00:00,2012-12-21 00:00:00,1500,630,6,failed
5517,Door Blooms Flower Farm-Peony Project,Art,Art,US,2014-07-10 00:00:00,2014-08-09 00:00:00,1000,1625,9,successful
5518,Winter is Here!  Game Of Thrones Photo Sticker iPhone App!!,Software,Technology,US,2013-12-16 00:00:00,2013-12-30 00:00:00,2381,3,1,failed
5519,PIRATE DEN: a pirate-themed bluffing game,Tabletop Games,Games,US,2014-03-10 00:00:00,2014-04-11 00:00:00,25000,39352.75,697,successful
5520,Vegan show cooking,Events,Food,IT,2017-05-13 00:00:00,2017-07-12 00:00:00,9627.87,2.4,2,failed
5521,Black Gold: Prelude to a Storm,Comic Books,Comics,US,2017-06-01 00:00:00,2017-07-01 00:00:00,444,1089,79,successful
5522,The Heart of Merlin : A Pilgrimage and a Book,Print,Journalism,US,2015-04-03 00:00:00,2015-05-03 00:00:00,2076,2210,35,successful
5523,Killer Party: A Horror Comedy Musical Mystery Webshow,Horror,Film & Video,US,2015-10-29 00:00:00,2015-11-29 00:00:00,10000,10245.33,132,successful
5524,Symbol People,Video Games,Games,US,2017-04-08 00:00:00,2017-05-08 00:00:00,50000,101,2,canceled
5525,Leader Fight - The Ultimate Satyrical Videogame,Video Games,Games,GB,2016-04-07 00:00:00,2016-05-07 00:00:00,18183.65,3.63,2,failed
5526,It Takes A Village To Raise Shanna Sharp's EP,Indie Rock,Music,US,2012-05-07 00:00:00,2012-07-06 00:00:00,10000,10622.11,109,successful
5527,28mm Steampunk Inspired Heavy Weapons & Carriage Miniatures,Tabletop Games,Games,GB,2013-04-05 00:00:00,2013-05-05 00:00:00,1164.81,14162.21,140,successful
5528,Rockabilly band  needs a drum kit to get started,Rock,Music,US,2015-10-02 00:00:00,2015-12-01 00:00:00,2000,1,1,failed
5529,"ChemAlive Database $10,000 for 134,000 Molecules",Software,Technology,CH,2015-07-07 00:00:00,2015-09-05 00:00:00,11579.52,11643.21,39,successful
5530,The Bouclier Visor: sun protection on your bike helmet,Product Design,Design,US,2015-07-22 00:00:00,2015-08-21 00:00:00,25000,33568,348,successful
5531,People You May Know,Webseries,Film & Video,US,2011-11-09 00:00:00,2011-12-09 00:00:00,2000,3810.5,71,successful
5532,The Pioneer : Contemporary designs for any occasion,Product Design,Design,AU,2015-11-26 00:00:00,2015-12-16 00:00:00,926.53,2213.02,25,successful
5534,Reservoir Pups: A Tarantino Inspired Film,Film & Video,Film & Video,US,2012-05-24 00:00:00,2012-06-28 00:00:00,1800,500.82,14,failed
5535,BOWL-A-RAMA Playing Cards,Playing Cards,Games,US,2015-03-12 00:00:00,2015-04-17 00:00:00,10000,12895,328,successful
5536,Multi-currency rewards generator for Kickstarter projects,Software,Technology,CA,2016-04-25 00:00:00,2016-05-26 00:00:00,109.47,2.74,1,canceled
5537,'Tomorrow is Never',Photobooks,Photography,DK,2014-11-01 00:00:00,2014-12-31 00:00:00,2291,1.26,2,failed
5538,50/50: A Dating Documentary,Documentary,Film & Video,US,2012-07-16 00:00:00,2012-08-15 00:00:00,20000,20852.69,126,successful
5539,Show Me Your Grill,Photography,Photography,US,2011-02-14 00:00:00,2011-03-02 00:00:00,250,315,7,successful
5540,Molly's Happy Trail,Web,Technology,US,2016-01-11 00:00:00,2016-02-10 00:00:00,10000,2445,23,failed
5541,Adopted Creations,Woodworking,Crafts,US,2015-03-13 00:00:00,2015-04-12 00:00:00,10000,0,0,failed
5542,"""nimbus"" by john r. williamson and the c'est la vies",Indie Rock,Music,US,2013-08-30 00:00:00,2013-09-27 00:00:00,3000,3080,48,successful
5543,Black Storm the Movie ( Caged for now),Animation,Film & Video,NZ,2014-05-24 00:00:00,2014-07-03 00:00:00,72263.59,182.21,5,failed
5544,Everette Hartsoe's Convention Tour Book,Comic Books,Comics,US,2017-06-19 00:00:00,2017-07-04 00:00:00,399,2242,43,successful
5545,BIX,Tabletop Games,Games,US,2017-09-08 00:00:00,2017-10-08 00:00:00,250,89,4,canceled
5546,Tell Your Inspirational Story while paying it forward.,Publishing,Publishing,CA,2016-08-05 00:00:00,2016-09-04 00:00:00,2753.73,0,0,failed
5547,Adventure Collectors,Webseries,Film & Video,US,2014-07-31 00:00:00,2014-08-30 00:00:00,20000,0,0,failed
5548,Within: A competitive Fighting Game/TCG hybrid (Canceled),Video Games,Games,US,2014-05-16 00:00:00,2014-06-15 00:00:00,28000,1075,31,canceled
5549,Run Local Cycling Cap,Product Design,Design,US,2017-08-01 00:00:00,2017-08-22 00:00:00,450,0,0,failed
5550,The American Militia,Documentary,Film & Video,US,2014-06-11 00:00:00,2014-07-26 00:00:00,10000,10815.14,379,successful
5551,Control Your Democracy,Apps,Technology,US,2016-09-30 00:00:00,2016-10-30 00:00:00,50000,732,15,failed
5552,Hell-o Arts Festival,Art,Art,AU,2014-12-24 00:00:00,2015-01-23 00:00:00,285.15,10.79,2,failed
5553,(art )empower us we need power for electricity please !!!,Performance Art,Art,GB,2014-10-14 00:00:00,2014-11-07 00:00:00,4991.06,0,0,failed
5554,Resist-vA Project,Software,Technology,US,2017-02-04 00:00:00,2017-03-06 00:00:00,10000,0,0,failed
5555,Bourgault and Gray's Earlobe Nautilus,Music,Music,US,2014-07-23 00:00:00,2014-08-10 00:00:00,100,265,11,successful
5556,BE A MAN,Performance Art,Art,US,2014-08-04 00:00:00,2014-10-03 00:00:00,3500,3512,15,successful
5558,The Ruins Of Glendale Village - Tabletop Gaming Terrain $25!,Tabletop Games,Games,US,2017-10-19 00:00:00,2017-11-22 00:00:00,5000,40025,442,successful
5559,"Costume Headpieces for Ballet, Bridal and Burlesque",Accessories,Fashion,US,2014-09-20 00:00:00,2014-10-21 00:00:00,3500,967,21,failed
5560,Empty Shelters: The Disappearing American Family,Photography,Photography,US,2013-05-20 00:00:00,2013-06-19 00:00:00,500,551,15,successful
5561,Five Mile Mountain Distillery,Drinks,Food,US,2014-09-24 00:00:00,2014-10-24 00:00:00,10000,3616,45,failed
5562,Loops of Love; knit and crochet fashions handmade with love!,DIY,Crafts,US,2015-08-10 00:00:00,2015-09-09 00:00:00,250,25,1,failed
5563,JJ Heller's Very First Children's Book - A Bedtime Story!,Children's Books,Publishing,US,2014-01-14 00:00:00,2014-02-03 00:00:00,14000,51121.99,967,successful
5564,Erava Designs: 3D Printed Interactive Jewelry/Bangles,Accessories,Fashion,US,2015-10-06 00:00:00,2015-11-10 00:00:00,8500,8583,64,successful
5565,Burning man costume closet van (Canceled),Public Art,Art,US,2011-07-19 00:00:00,2011-08-09 00:00:00,500,7,1,canceled
5566,Three children's books about two dogs Harry & Matilda,Children's Books,Publishing,US,2014-08-20 00:00:00,2014-09-15 00:00:00,9000,100,6,failed
5567,Liz Berube Records Her 1st Studio Album,Country & Folk,Music,US,2012-07-26 00:00:00,2012-08-25 00:00:00,1500,3501,81,successful
5568,EQUALITY PROJECT: THE WOMEN ENCYCLOPEDIA (WOCLOPEDIA) BOOK,Publishing,Publishing,GB,2014-05-28 00:00:00,2014-06-27 00:00:00,21495.12,14005.15,6,failed
5569,"""THE IMMORTAL EDWARD LUMLEY"" -Feature Film Release Campaign",Narrative Film,Film & Video,US,2013-02-06 00:00:00,2013-03-08 00:00:00,10000,1855,42,failed
5570,Axiom Brewing Company,Food,Food,US,2012-01-02 00:00:00,2012-03-02 00:00:00,20000,108,4,failed
5571,The SK Journey - Experience Culture Through Clothing,Fashion,Fashion,GB,2013-03-29 00:00:00,2013-04-28 00:00:00,13740.86,2367.35,38,canceled
5572,BlockNote for the Net,Software,Technology,CA,2015-04-02 00:00:00,2015-05-02 00:00:00,41272.41,227,7,failed
5573,Help Fund Sexual Factory's Debut EP!!,Indie Rock,Music,US,2013-02-21 00:00:00,2013-03-23 00:00:00,1500,60,3,failed
5574,Atlanta Fashion Week N-Spire Collection,Ready-to-wear,Fashion,US,2014-06-25 00:00:00,2014-07-25 00:00:00,2500,0,0,failed
5575,ZERO - Follow Focus Lens Gear by Broken Anchor Design,Product Design,Design,CA,2016-11-15 00:00:00,2016-12-16 00:00:00,24012.56,11351.01,59,failed
5576,"Help press Field Mouse's first album ""You Are Here""",Indie Rock,Music,US,2010-03-09 00:00:00,2010-04-29 00:00:00,1000,3680.03,109,successful
5577,The Legacy Audiobook Project,Fiction,Publishing,US,2017-02-25 00:00:00,2017-03-27 00:00:00,2000,105,10,failed
5578,South Side The Series,Shorts,Film & Video,US,2012-07-11 00:00:00,2012-08-24 00:00:00,90000,2,2,failed
5579,Pharos: Smart Antenna for Drones,Hardware,Technology,US,2016-06-24 00:00:00,2016-07-24 00:00:00,25000,1820,12,failed
5580,Uncle Ho - Asian Tasty Healthy Fast food !,Farmer's Markets,Food,IE,2015-04-24 00:00:00,2015-05-24 00:00:00,11565.63,0,0,failed
5581,Shades of Black: The Life & Times of Lisa Braxton,Narrative Film,Film & Video,US,2011-08-07 00:00:00,2011-09-14 00:00:00,80000,25,1,failed
5582,Piece of Work,Nonfiction,Publishing,US,2015-08-27 00:00:00,2015-09-27 00:00:00,7500,130,4,failed
5583,Equally Unbalanced. Jace Webb's Debut Album,Hip-Hop,Music,US,2014-05-19 00:00:00,2014-06-18 00:00:00,2800,2800,13,successful
5584,the New York Sign - the new symbol of NY,Art,Art,US,2012-05-26 00:00:00,2012-07-05 00:00:00,3000,3215,46,successful
5585,Renaissance Festival Podcast - Faire Discovery,Radio & Podcasts,Publishing,US,2012-02-06 00:00:00,2012-02-21 00:00:00,600,706,19,successful
5586,Duff's Grocery and Deli,Farmer's Markets,Food,US,2015-03-16 00:00:00,2015-04-15 00:00:00,20000,0,0,failed
5587,Soul Shift,Video Games,Games,US,2016-07-14 00:00:00,2016-08-13 00:00:00,10000,133,6,failed
5588,Original Records,Hip-Hop,Music,US,2015-03-16 00:00:00,2015-04-15 00:00:00,2500,26,2,failed
5589,World Business Development Rankings,Publishing,Publishing,US,2015-05-11 00:00:00,2015-06-10 00:00:00,175000,0,0,failed
5590,Discover the World,Journalism,Journalism,BE,2017-03-01 00:00:00,2017-04-15 00:00:00,16918.43,2.26,2,failed
5591,geeRaf - Tame Your Earphone Cables - New miniMalist model!,Product Design,Design,US,2014-02-12 00:00:00,2014-03-13 00:00:00,8000,2837,53,failed
5592,Dog - English Dictionary,Publishing,Publishing,ES,2017-02-22 00:00:00,2017-04-08 00:00:00,6724.36,158.02,3,failed
5593,"Music By RADIO: EP, music video's, touring",Music,Music,US,2014-01-31 00:00:00,2014-03-02 00:00:00,15000,121,3,failed
5594,"""FOUR FIFTEEN"" A relateable story of luck, love, and life...",Narrative Film,Film & Video,US,2011-06-21 00:00:00,2011-08-20 00:00:00,7791.38,0,0,failed
5595,Long Dog Originals Dog Beds,Crafts,Crafts,US,2017-01-31 00:00:00,2017-03-02 00:00:00,2500,106,4,failed
5596,Joy StiX Pops,Food,Food,US,2016-03-01 00:00:00,2016-03-31 00:00:00,5000,1,1,failed
5597,Lightning Farting Cloud Vinyl Sticker + Bonuses!,Illustration,Art,US,2015-03-03 00:00:00,2015-03-17 00:00:00,150,913,117,successful
5598,Human Appeal - Gaza,Journalism,Journalism,GB,2014-07-25 00:00:00,2014-08-09 00:00:00,210.63,0,0,failed
5599,Ready to go national after 50 years of baking from scratch!,Farmer's Markets,Food,US,2014-07-20 00:00:00,2014-09-08 00:00:00,10000,875,14,failed
5600,Environmental Art  Portraits of Ancient Giant Redwoods,Art,Art,US,2017-09-16 00:00:00,2017-11-15 00:00:00,5000,65,1,failed
5602,Norbert Plush Toy & Second Picture Book (Canceled),Crafts,Crafts,US,2014-06-25 00:00:00,2014-07-25 00:00:00,50000,7104,154,canceled
5603,Before and After: The 60 Day Challenge!,Shorts,Film & Video,US,2016-05-02 00:00:00,2016-06-01 00:00:00,850,0,0,failed
5604,Painful Confusion Depicted,Art,Art,US,2014-07-12 00:00:00,2014-08-10 00:00:00,385,3,1,failed
5605,eSwing Analyzer,Technology,Technology,US,2011-11-24 00:00:00,2011-12-04 00:00:00,25000,0,0,failed
5606,Scrabbled,Documentary,Film & Video,US,2017-04-05 00:00:00,2017-05-05 00:00:00,7500,1149.66,27,failed
5607,Face iT - A survival game to fight inner demons. (Canceled),Video Games,Games,US,2015-03-05 00:00:00,2015-04-04 00:00:00,5000,141,8,canceled
5608,Youtube / Streaming Entertainer,Webseries,Film & Video,US,2016-01-06 00:00:00,2016-02-05 00:00:00,5000,0,0,failed
5609,Random Encounters: An Independent Comedy RPG for Windows,Video Games,Games,GB,2012-12-18 00:00:00,2013-01-17 00:00:00,1205.08,875.69,25,canceled
5610,Approach Notebook System,Product Design,Design,US,2017-09-07 00:00:00,2017-10-08 00:00:00,10000,26086,582,successful
5611,Shannon's Fifth And Fabulous Solo Album!,Pop,Music,US,2017-01-09 00:00:00,2017-02-08 00:00:00,10000,1265,27,canceled
5612,Resort / Vacation,Architecture,Design,CA,2014-07-06 00:00:00,2014-08-20 00:00:00,6512.73,6.52,1,failed
5613,skirt Quarterly (Canceled),Literary Journals,Publishing,CA,2015-07-20 00:00:00,2015-08-19 00:00:00,2722,0,0,canceled
5614,StillLine: We Are All Asleep,Rock,Music,US,2012-08-20 00:00:00,2012-09-24 00:00:00,4000,5000,81,successful
5615,In The Dark Forest: A Dark Adventure,Games,Games,US,2017-06-25 00:00:00,2017-06-29 00:00:00,250,180,14,failed
5616,Sui Generis: A Story of Humankind,Film & Video,Film & Video,US,2017-02-13 00:00:00,2017-03-06 00:00:00,3200,0,0,canceled
5617,Get GemStoNed,Art,Art,US,2014-09-29 00:00:00,2014-10-29 00:00:00,8000,0,0,failed
5618,The Wanderer,Shorts,Film & Video,GB,2014-08-04 00:00:00,2014-09-03 00:00:00,205.66,143.96,5,failed
5619,Where's My Money? FINAL PUSH!,Theater,Theater,US,2012-01-05 00:00:00,2012-01-20 00:00:00,1500,1621,28,successful
5620,Oraxia: Part 1,Tabletop Games,Games,US,2015-08-02 00:00:00,2015-09-01 00:00:00,5000,20,1,failed
